RUN	Http2Test	http2test	1541809388628	 	3.0.0
REQUEST	1247		skip-link-focus-fix.js?ver=1.0	1541809421679	1541809421687	OK	 
REQUEST	1247		global.js?ver=1.0	1541809421679	1541809421687	OK	 
REQUEST	1247		jquery.scrollTo.js?ver=2.1.2	1541809421686	1541809421691	OK	 
REQUEST	1247		jquery.js?ver=1.12.4	1541809421679	1541809421691	OK	 
REQUEST	1247		wp-embed.min.js?ver=4.9.8	1541809421687	1541809421691	OK	 
REQUEST	1247		request_1	1541809421687	1541809421691	OK	 
REQUEST	1245		jquery-migrate.min.js?ver=1.4.1	1541809421682	1541809421691	OK	 
REQUEST	1245		skip-link-focus-fix.js?ver=1.0	1541809421682	1541809421691	OK	 
REQUEST	1245		global.js?ver=1.0	1541809421682	1541809421692	OK	 
REQUEST	1247		request_2	1541809421691	1541809421692	OK	 
REQUEST	1247		header.jpg	1541809421679	1541809421694	OK	 
REQUEST	1245		jquery.scrollTo.js?ver=2.1.2	1541809421691	1541809421694	OK	 
REQUEST	1245		wp-embed.min.js?ver=4.9.8	1541809421692	1541809421694	OK	 
REQUEST	1245		request_1	1541809421692	1541809421694	OK	 
REQUEST	1247		style.css?ver=4.9.8	1541809421679	1541809421694	OK	 
REQUEST	1245		style.css?ver=4.9.8	1541809421682	1541809421695	OK	 
REQUEST	1245		request_2	1541809421694	1541809421696	OK	 
REQUEST	1245		jquery.js?ver=1.12.4	1541809421682	1541809421703	OK	 
REQUEST	1328		request_0	1541809419966	1541809421703	OK	 
REQUEST	1245		header.jpg	1541809421682	1541809421704	OK	 
USER	HighLoadCMS	1406	START	1541809421706	1541809421706
REQUEST	1245		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809421682	1541809421718	OK	 
USER	HighLoadCMS	1245	END	1541809418126	1541809421718
REQUEST	1247		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809421679	1541809421719	OK	 
USER	HighLoadCMS	1247	END	1541809418167	1541809421719
REQUEST	1329		request_0	1541809419997	1541809421723	OK	 
REQUEST	1248		request_0 Redirect 1	1541809419958	1541809421726	OK	 
USER	HighLoadCMS	1407	START	1541809421727	1541809421727
REQUEST	1248		jquery-migrate.min.js?ver=1.4.1	1541809421728	1541809421730	OK	 
REQUEST	1248		skip-link-focus-fix.js?ver=1.0	1541809421728	1541809421730	OK	 
REQUEST	1248		global.js?ver=1.0	1541809421728	1541809421731	OK	 
REQUEST	1248		jquery.scrollTo.js?ver=2.1.2	1541809421730	1541809421731	OK	 
REQUEST	1248		wp-embed.min.js?ver=4.9.8	1541809421730	1541809421731	OK	 
REQUEST	1248		style.css?ver=4.9.8	1541809421728	1541809421733	OK	 
REQUEST	1248		request_1	1541809421731	1541809421733	OK	 
REQUEST	1248		jquery.js?ver=1.12.4	1541809421728	1541809421734	OK	 
REQUEST	1248		request_2	1541809421731	1541809421734	OK	 
REQUEST	1248		header.jpg	1541809421728	1541809421735	OK	 
REQUEST	1330		request_0	1541809420017	1541809421741	OK	 
USER	HighLoadCMS	1408	START	1541809421747	1541809421747
REQUEST	1408		request_0	1541809421747	1541809421748	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,303), found 502
USER	HighLoadCMS	1408	END	1541809421747	1541809421749
REQUEST	1248		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809421728	1541809421753	OK	 
USER	HighLoadCMS	1248	END	1541809418196	1541809421753
REQUEST	1249		request_0 Redirect 1	1541809420011	1541809421761	OK	 
REQUEST	1250		request_0 Redirect 1	1541809420008	1541809421763	OK	 
REQUEST	1249		jquery-migrate.min.js?ver=1.4.1	1541809421762	1541809421764	OK	 
REQUEST	1249		skip-link-focus-fix.js?ver=1.0	1541809421762	1541809421765	OK	 
REQUEST	1249		global.js?ver=1.0	1541809421762	1541809421765	OK	 
USER	HighLoadCMS	1409	START	1541809421766	1541809421766
REQUEST	1249		jquery.scrollTo.js?ver=2.1.2	1541809421765	1541809421766	OK	 
REQUEST	1249		wp-embed.min.js?ver=4.9.8	1541809421765	1541809421767	OK	 
REQUEST	1249		request_1	1541809421765	1541809421767	OK	 
REQUEST	1249		request_2	1541809421767	1541809421768	OK	 
REQUEST	1249		style.css?ver=4.9.8	1541809421762	1541809421768	OK	 
REQUEST	1250		jquery-migrate.min.js?ver=1.4.1	1541809421766	1541809421769	OK	 
REQUEST	1250		skip-link-focus-fix.js?ver=1.0	1541809421766	1541809421769	OK	 
REQUEST	1250		global.js?ver=1.0	1541809421766	1541809421770	OK	 
REQUEST	1250		jquery.scrollTo.js?ver=2.1.2	1541809421769	1541809421771	OK	 
REQUEST	1249		jquery.js?ver=1.12.4	1541809421762	1541809421771	OK	 
REQUEST	1250		wp-embed.min.js?ver=4.9.8	1541809421770	1541809421771	OK	 
REQUEST	1250		request_1	1541809421770	1541809421772	OK	 
REQUEST	1250		request_2	1541809421771	1541809421773	OK	 
REQUEST	1249		header.jpg	1541809421762	1541809421773	OK	 
REQUEST	1250		style.css?ver=4.9.8	1541809421765	1541809421774	OK	 
REQUEST	1250		jquery.js?ver=1.12.4	1541809421766	1541809421775	OK	 
REQUEST	1250		header.jpg	1541809421766	1541809421775	OK	 
REQUEST	1331		request_0	1541809420036	1541809421777	OK	 
REQUEST	1249		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809421762	1541809421788	OK	 
USER	HighLoadCMS	1249	END	1541809418216	1541809421788
USER	HighLoadCMS	1410	START	1541809421797	1541809421797
REQUEST	1250		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809421766	1541809421799	OK	 
USER	HighLoadCMS	1250	END	1541809418237	1541809421799
REQUEST	1334		request_0	1541809420106	1541809421805	OK	 
REQUEST	1251		request_0 Redirect 1	1541809420048	1541809421810	OK	 
REQUEST	1251		jquery-migrate.min.js?ver=1.4.1	1541809421811	1541809421813	OK	 
REQUEST	1251		skip-link-focus-fix.js?ver=1.0	1541809421811	1541809421813	OK	 
REQUEST	1251		global.js?ver=1.0	1541809421811	1541809421814	OK	 
REQUEST	1251		jquery.scrollTo.js?ver=2.1.2	1541809421813	1541809421814	OK	 
REQUEST	1251		wp-embed.min.js?ver=4.9.8	1541809421813	1541809421815	OK	 
REQUEST	1335		request_0	1541809420127	1541809421815	OK	 
REQUEST	1251		request_1	1541809421814	1541809421815	OK	 
REQUEST	1251		request_2	1541809421815	1541809421816	OK	 
REQUEST	1251		style.css?ver=4.9.8	1541809421811	1541809421816	OK	 
USER	HighLoadCMS	1411	START	1541809421817	1541809421817
REQUEST	1251		jquery.js?ver=1.12.4	1541809421811	1541809421822	OK	 
REQUEST	1251		header.jpg	1541809421811	1541809421823	OK	 
REQUEST	1253		request_0 Redirect 1	1541809420051	1541809421827	OK	 
REQUEST	1253		jquery-migrate.min.js?ver=1.4.1	1541809421828	1541809421830	OK	 
REQUEST	1253		skip-link-focus-fix.js?ver=1.0	1541809421828	1541809421831	OK	 
REQUEST	1253		global.js?ver=1.0	1541809421828	1541809421831	OK	 
REQUEST	1253		jquery.scrollTo.js?ver=2.1.2	1541809421830	1541809421832	OK	 
REQUEST	1253		wp-embed.min.js?ver=4.9.8	1541809421831	1541809421834	OK	 
REQUEST	1253		request_1	1541809421831	1541809421835	OK	 
REQUEST	1253		header.jpg	1541809421828	1541809421835	OK	 
REQUEST	1253		style.css?ver=4.9.8	1541809421828	1541809421835	OK	 
REQUEST	1253		jquery.js?ver=1.12.4	1541809421828	1541809421835	OK	 
REQUEST	1253		request_2	1541809421832	1541809421835	OK	 
USER	HighLoadCMS	1412	START	1541809421836	1541809421836
REQUEST	1251		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809421811	1541809421837	OK	 
USER	HighLoadCMS	1251	END	1541809418256	1541809421837
REQUEST	1254		request_0 Redirect 1	1541809420100	1541809421850	OK	 
REQUEST	1253		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809421828	1541809421854	OK	 
USER	HighLoadCMS	1253	END	1541809418307	1541809421855
REQUEST	1254		jquery-migrate.min.js?ver=1.4.1	1541809421851	1541809421855	OK	 
REQUEST	1254		skip-link-focus-fix.js?ver=1.0	1541809421851	1541809421855	OK	 
REQUEST	1254		global.js?ver=1.0	1541809421851	1541809421855	OK	 
REQUEST	1254		jquery.scrollTo.js?ver=2.1.2	1541809421855	1541809421856	OK	 
REQUEST	1254		wp-embed.min.js?ver=4.9.8	1541809421855	1541809421856	OK	 
USER	HighLoadCMS	1413	START	1541809421856	1541809421856
REQUEST	1254		request_1	1541809421856	1541809421857	OK	 
REQUEST	1254		request_2	1541809421856	1541809421857	OK	 
REQUEST	1254		jquery.js?ver=1.12.4	1541809421851	1541809421858	OK	 
REQUEST	1254		style.css?ver=4.9.8	1541809421851	1541809421858	OK	 
REQUEST	1254		header.jpg	1541809421851	1541809421858	OK	 
REQUEST	1336		request_0	1541809420147	1541809421863	OK	 
REQUEST	1337		request_0	1541809420166	1541809421873	OK	 
USER	HighLoadCMS	1414	START	1541809421877	1541809421877
REQUEST	1414		request_0	1541809421877	1541809421878	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,303), found 502
USER	HighLoadCMS	1414	END	1541809421877	1541809421878
REQUEST	1254		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809421851	1541809421880	OK	 
USER	HighLoadCMS	1254	END	1541809418326	1541809421881
REQUEST	1255		request_0 Redirect 1	1541809420133	1541809421896	OK	 
REQUEST	1257		request_0 Redirect 1	1541809420140	1541809421898	OK	 
REQUEST	1255		jquery-migrate.min.js?ver=1.4.1	1541809421897	1541809421904	OK	 
REQUEST	1255		skip-link-focus-fix.js?ver=1.0	1541809421897	1541809421904	OK	 
REQUEST	1255		global.js?ver=1.0	1541809421898	1541809421905	OK	 
REQUEST	1257		jquery-migrate.min.js?ver=1.4.1	1541809421899	1541809421905	OK	 
REQUEST	1257		skip-link-focus-fix.js?ver=1.0	1541809421899	1541809421905	OK	 
REQUEST	1257		global.js?ver=1.0	1541809421899	1541809421905	OK	 
USER	HighLoadCMS	1415	START	1541809421906	1541809421906
REQUEST	1255		style.css?ver=4.9.8	1541809421897	1541809421907	OK	 
REQUEST	1255		jquery.scrollTo.js?ver=2.1.2	1541809421904	1541809421907	OK	 
REQUEST	1255		wp-embed.min.js?ver=4.9.8	1541809421904	1541809421908	OK	 
REQUEST	1255		request_1	1541809421905	1541809421908	OK	 
REQUEST	1338		request_0	1541809420197	1541809421910	OK	 
REQUEST	1257		jquery.scrollTo.js?ver=2.1.2	1541809421905	1541809421910	OK	 
REQUEST	1257		style.css?ver=4.9.8	1541809421899	1541809421911	OK	 
REQUEST	1257		wp-embed.min.js?ver=4.9.8	1541809421905	1541809421916	OK	 
REQUEST	1257		request_1	1541809421905	1541809421916	OK	 
REQUEST	1255		request_2	1541809421907	1541809421916	OK	 
REQUEST	1257		request_2	1541809421910	1541809421917	OK	 
REQUEST	1255		jquery.js?ver=1.12.4	1541809421897	1541809421918	OK	 
REQUEST	1257		jquery.js?ver=1.12.4	1541809421899	1541809421922	OK	 
REQUEST	1257		header.jpg	1541809421899	1541809421923	OK	 
REQUEST	1255		header.jpg	1541809421897	1541809421923	OK	 
REQUEST	1339		request_0	1541809420217	1541809421923	OK	 
USER	HighLoadCMS	1416	START	1541809421926	1541809421926
REQUEST	1258		request_0 Redirect 1	1541809420192	1541809421934	OK	 
REQUEST	1258		jquery-migrate.min.js?ver=1.4.1	1541809421935	1541809421937	OK	 
REQUEST	1258		skip-link-focus-fix.js?ver=1.0	1541809421935	1541809421937	OK	 
REQUEST	1257		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809421899	1541809421938	OK	 
USER	HighLoadCMS	1257	END	1541809418397	1541809421938
REQUEST	1255		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809421898	1541809421939	OK	 
USER	HighLoadCMS	1255	END	1541809418347	1541809421939
REQUEST	1258		global.js?ver=1.0	1541809421935	1541809421939	OK	 
REQUEST	1258		jquery.scrollTo.js?ver=2.1.2	1541809421937	1541809421939	OK	 
REQUEST	1258		wp-embed.min.js?ver=4.9.8	1541809421938	1541809421940	OK	 
REQUEST	1258		request_1	1541809421939	1541809421941	OK	 
REQUEST	1258		request_2	1541809421939	1541809421941	OK	 
REQUEST	1258		jquery.js?ver=1.12.4	1541809421935	1541809421943	OK	 
REQUEST	1258		header.jpg	1541809421935	1541809421944	OK	 
REQUEST	1258		style.css?ver=4.9.8	1541809421935	1541809421944	OK	 
REQUEST	1340		request_0	1541809420237	1541809421944	OK	 
USER	HighLoadCMS	1417	START	1541809421947	1541809421947
REQUEST	1341		request_0	1541809420256	1541809421962	OK	 
REQUEST	1258		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809421935	1541809421963	OK	 
USER	HighLoadCMS	1258	END	1541809418417	1541809421963
USER	HighLoadCMS	1418	START	1541809421966	1541809421966
REQUEST	1418		request_0	1541809421966	1541809421968	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,303), found 502
USER	HighLoadCMS	1418	END	1541809421966	1541809421968
REQUEST	1259		request_0 Redirect 1	1541809420219	1541809421982	OK	 
REQUEST	1342		request_0	1541809420276	1541809421984	OK	 
REQUEST	1259		jquery-migrate.min.js?ver=1.4.1	1541809421983	1541809421986	OK	 
REQUEST	1259		skip-link-focus-fix.js?ver=1.0	1541809421983	1541809421987	OK	 
REQUEST	1259		global.js?ver=1.0	1541809421983	1541809421987	OK	 
REQUEST	1259		jquery.scrollTo.js?ver=2.1.2	1541809421987	1541809421988	OK	 
REQUEST	1259		wp-embed.min.js?ver=4.9.8	1541809421987	1541809421988	OK	 
REQUEST	1259		request_1	1541809421987	1541809421989	OK	 
REQUEST	1259		request_2	1541809421988	1541809421989	OK	 
REQUEST	1259		style.css?ver=4.9.8	1541809421983	1541809421990	OK	 
REQUEST	1259		jquery.js?ver=1.12.4	1541809421983	1541809421990	OK	 
REQUEST	1259		header.jpg	1541809421983	1541809421994	OK	 
REQUEST	1260		request_0 Redirect 1	1541809420243	1541809421996	OK	 
USER	HighLoadCMS	1419	START	1541809421998	1541809421998
REQUEST	1260		jquery-migrate.min.js?ver=1.4.1	1541809421997	1541809422003	OK	 
REQUEST	1260		global.js?ver=1.0	1541809421997	1541809422003	OK	 
REQUEST	1260		skip-link-focus-fix.js?ver=1.0	1541809421997	1541809422003	OK	 
REQUEST	1260		jquery.scrollTo.js?ver=2.1.2	1541809422003	1541809422004	OK	 
REQUEST	1260		wp-embed.min.js?ver=4.9.8	1541809422003	1541809422004	OK	 
REQUEST	1260		request_1	1541809422003	1541809422005	OK	 
REQUEST	1260		jquery.js?ver=1.12.4	1541809421997	1541809422005	OK	 
REQUEST	1260		request_2	1541809422004	1541809422005	OK	 
REQUEST	1260		style.css?ver=4.9.8	1541809421997	1541809422006	OK	 
REQUEST	1260		header.jpg	1541809421997	1541809422006	OK	 
REQUEST	1259		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809421984	1541809422011	OK	 
USER	HighLoadCMS	1259	END	1541809418436	1541809422012
USER	HighLoadCMS	1420	START	1541809422017	1541809422017
REQUEST	1261		request_0 Redirect 1	1541809420276	1541809422019	OK	 
REQUEST	1261		jquery-migrate.min.js?ver=1.4.1	1541809422020	1541809422022	OK	 
REQUEST	1261		skip-link-focus-fix.js?ver=1.0	1541809422020	1541809422022	OK	 
REQUEST	1260		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809421997	1541809422023	OK	 
USER	HighLoadCMS	1260	END	1541809418458	1541809422023
REQUEST	1261		global.js?ver=1.0	1541809422020	1541809422023	OK	 
REQUEST	1261		jquery.scrollTo.js?ver=2.1.2	1541809422022	1541809422024	OK	 
REQUEST	1261		wp-embed.min.js?ver=4.9.8	1541809422022	1541809422024	OK	 
REQUEST	1261		request_1	1541809422024	1541809422026	OK	 
REQUEST	1261		request_2	1541809422024	1541809422026	OK	 
REQUEST	1261		jquery.js?ver=1.12.4	1541809422020	1541809422026	OK	 
REQUEST	1261		style.css?ver=4.9.8	1541809422020	1541809422027	OK	 
REQUEST	1261		header.jpg	1541809422020	1541809422028	OK	 
REQUEST	1344		request_0	1541809420327	1541809422032	OK	 
USER	HighLoadCMS	1421	START	1541809422036	1541809422036
REQUEST	1262		request_0 Redirect 1	1541809420288	1541809422050	OK	 
REQUEST	1261		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809422020	1541809422051	OK	 
USER	HighLoadCMS	1261	END	1541809418476	1541809422052
REQUEST	1262		jquery-migrate.min.js?ver=1.4.1	1541809422052	1541809422056	OK	 
REQUEST	1262		skip-link-focus-fix.js?ver=1.0	1541809422052	1541809422056	OK	 
REQUEST	1262		global.js?ver=1.0	1541809422052	1541809422056	OK	 
USER	HighLoadCMS	1422	START	1541809422056	1541809422056
REQUEST	1262		jquery.scrollTo.js?ver=2.1.2	1541809422056	1541809422057	OK	 
REQUEST	1262		style.css?ver=4.9.8	1541809422051	1541809422057	OK	 
REQUEST	1262		wp-embed.min.js?ver=4.9.8	1541809422056	1541809422058	OK	 
REQUEST	1262		request_1	1541809422056	1541809422058	OK	 
REQUEST	1262		request_2	1541809422057	1541809422058	OK	 
REQUEST	1262		jquery.js?ver=1.12.4	1541809422051	1541809422062	OK	 
REQUEST	1262		header.jpg	1541809422052	1541809422063	OK	 
REQUEST	1345		request_0	1541809420346	1541809422065	OK	 
REQUEST	1263		request_0 Redirect 1	1541809420324	1541809422073	OK	 
USER	HighLoadCMS	1423	START	1541809422077	1541809422077
REQUEST	1263		jquery-migrate.min.js?ver=1.4.1	1541809422074	1541809422077	OK	 
REQUEST	1263		skip-link-focus-fix.js?ver=1.0	1541809422074	1541809422077	OK	 
REQUEST	1263		global.js?ver=1.0	1541809422074	1541809422077	OK	 
REQUEST	1263		jquery.scrollTo.js?ver=2.1.2	1541809422077	1541809422079	OK	 
REQUEST	1262		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809422052	1541809422079	OK	 
USER	HighLoadCMS	1262	END	1541809418507	1541809422079
REQUEST	1263		wp-embed.min.js?ver=4.9.8	1541809422077	1541809422079	OK	 
REQUEST	1263		request_1	1541809422078	1541809422080	OK	 
REQUEST	1263		request_2	1541809422079	1541809422080	OK	 
REQUEST	1263		style.css?ver=4.9.8	1541809422074	1541809422081	OK	 
REQUEST	1263		header.jpg	1541809422074	1541809422083	OK	 
REQUEST	1263		jquery.js?ver=1.12.4	1541809422074	1541809422083	OK	 
REQUEST	1264		request_0 Redirect 1	1541809420336	1541809422084	OK	 
REQUEST	1264		jquery-migrate.min.js?ver=1.4.1	1541809422085	1541809422087	OK	 
REQUEST	1264		skip-link-focus-fix.js?ver=1.0	1541809422085	1541809422091	OK	 
REQUEST	1264		global.js?ver=1.0	1541809422085	1541809422091	OK	 
REQUEST	1264		jquery.scrollTo.js?ver=2.1.2	1541809422087	1541809422091	OK	 
REQUEST	1264		wp-embed.min.js?ver=4.9.8	1541809422091	1541809422092	OK	 
REQUEST	1264		request_1	1541809422091	1541809422092	OK	 
REQUEST	1264		request_2	1541809422091	1541809422092	OK	 
REQUEST	1264		style.css?ver=4.9.8	1541809422085	1541809422093	OK	 
REQUEST	1264		jquery.js?ver=1.12.4	1541809422085	1541809422093	OK	 
REQUEST	1264		header.jpg	1541809422085	1541809422093	OK	 
REQUEST	1346		request_0	1541809420366	1541809422099	OK	 
REQUEST	1263		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809422074	1541809422106	OK	 
USER	HighLoadCMS	1263	END	1541809418526	1541809422106
USER	HighLoadCMS	1424	START	1541809422107	1541809422107
REQUEST	1264		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809422085	1541809422110	OK	 
USER	HighLoadCMS	1264	END	1541809418547	1541809422111
REQUEST	1265		request_0 Redirect 1	1541809420364	1541809422117	OK	 
REQUEST	1265		jquery-migrate.min.js?ver=1.4.1	1541809422118	1541809422119	OK	 
REQUEST	1265		skip-link-focus-fix.js?ver=1.0	1541809422118	1541809422123	OK	 
REQUEST	1265		global.js?ver=1.0	1541809422118	1541809422123	OK	 
REQUEST	1265		jquery.scrollTo.js?ver=2.1.2	1541809422119	1541809422123	OK	 
REQUEST	1265		wp-embed.min.js?ver=4.9.8	1541809422123	1541809422123	OK	 
REQUEST	1265		request_1	1541809422123	1541809422124	OK	 
REQUEST	1265		style.css?ver=4.9.8	1541809422117	1541809422124	OK	 
REQUEST	1265		request_2	1541809422123	1541809422125	OK	 
REQUEST	1265		jquery.js?ver=1.12.4	1541809422117	1541809422125	OK	 
REQUEST	1265		header.jpg	1541809422118	1541809422126	OK	 
USER	HighLoadCMS	1425	START	1541809422126	1541809422126
REQUEST	1348		request_0	1541809420416	1541809422139	OK	 
REQUEST	1265		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809422118	1541809422143	OK	 
USER	HighLoadCMS	1265	END	1541809418566	1541809422143
USER	HighLoadCMS	1426	START	1541809422146	1541809422146
REQUEST	1426		request_0	1541809422146	1541809422148	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,303), found 502
USER	HighLoadCMS	1426	END	1541809422146	1541809422148
REQUEST	1266		request_0 Redirect 1	1541809420380	1541809422157	OK	 
REQUEST	1266		jquery-migrate.min.js?ver=1.4.1	1541809422157	1541809422159	OK	 
REQUEST	1266		skip-link-focus-fix.js?ver=1.0	1541809422158	1541809422163	OK	 
REQUEST	1266		global.js?ver=1.0	1541809422158	1541809422163	OK	 
REQUEST	1266		jquery.scrollTo.js?ver=2.1.2	1541809422159	1541809422163	OK	 
REQUEST	1267		request_0 Redirect 1	1541809420396	1541809422163	OK	 
REQUEST	1349		request_0	1541809420436	1541809422165	OK	 
REQUEST	1266		wp-embed.min.js?ver=4.9.8	1541809422163	1541809422165	OK	 
USER	HighLoadCMS	1427	START	1541809422166	1541809422166
REQUEST	1266		request_1	1541809422163	1541809422166	OK	 
REQUEST	1267		jquery-migrate.min.js?ver=1.4.1	1541809422165	1541809422167	OK	 
REQUEST	1266		style.css?ver=4.9.8	1541809422157	1541809422167	OK	 
REQUEST	1267		skip-link-focus-fix.js?ver=1.0	1541809422165	1541809422168	OK	 
REQUEST	1266		jquery.js?ver=1.12.4	1541809422157	1541809422168	OK	 
REQUEST	1267		global.js?ver=1.0	1541809422165	1541809422168	OK	 
REQUEST	1266		request_2	1541809422165	1541809422168	OK	 
REQUEST	1267		jquery.scrollTo.js?ver=2.1.2	1541809422167	1541809422170	OK	 
REQUEST	1267		wp-embed.min.js?ver=4.9.8	1541809422168	1541809422170	OK	 
REQUEST	1266		header.jpg	1541809422158	1541809422170	OK	 
REQUEST	1267		request_1	1541809422168	1541809422170	OK	 
REQUEST	1267		request_2	1541809422170	1541809422172	OK	 
REQUEST	1267		style.css?ver=4.9.8	1541809422164	1541809422172	OK	 
REQUEST	1268		request_0 Redirect 1	1541809420407	1541809422173	OK	 
REQUEST	1267		jquery.js?ver=1.12.4	1541809422164	1541809422174	OK	 
REQUEST	1267		header.jpg	1541809422165	1541809422176	OK	 
REQUEST	1268		jquery-migrate.min.js?ver=1.4.1	1541809422174	1541809422180	OK	 
REQUEST	1268		skip-link-focus-fix.js?ver=1.0	1541809422174	1541809422180	OK	 
REQUEST	1268		global.js?ver=1.0	1541809422174	1541809422180	OK	 
REQUEST	1268		jquery.scrollTo.js?ver=2.1.2	1541809422180	1541809422181	OK	 
REQUEST	1268		wp-embed.min.js?ver=4.9.8	1541809422180	1541809422181	OK	 
REQUEST	1268		request_1	1541809422180	1541809422182	OK	 
REQUEST	1268		request_2	1541809422181	1541809422183	OK	 
REQUEST	1268		style.css?ver=4.9.8	1541809422174	1541809422183	OK	 
REQUEST	1266		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809422158	1541809422184	OK	 
USER	HighLoadCMS	1266	END	1541809418597	1541809422185
REQUEST	1268		jquery.js?ver=1.12.4	1541809422174	1541809422186	OK	 
REQUEST	1268		header.jpg	1541809422174	1541809422186	OK	 
REQUEST	1267		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809422165	1541809422193	OK	 
USER	HighLoadCMS	1267	END	1541809418616	1541809422193
USER	HighLoadCMS	1428	START	1541809422196	1541809422196
REQUEST	1268		css?family=Libre+Franklin%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i&subset=latin%2Clatin-ext	1541809422174	1541809422202	OK	 
USER	HighLoadCMS	1268	END	1541809418636	1541809422202
REQUEST	1351		request_0	1541809420477	1541809422209	OK	 
REQUEST	1352		request_0	1541809420507	1541809422211	OK	 
USER	HighLoadCMS	1429	START	1541809422217	1541809422217
REQUEST	1269		request_0 Redirect 1	1541809420445	1541809422228	OK	 
REQUEST	1269		jquery-migrate.min.js?ver=1.4.1	1541809422229	1541809422230	OK	 
REQUEST	1269		skip-link-focus-fix.js?ver=1.0	1541809422229	1541809422230	OK	 
REQUEST	1269		global.js?ver=1.0	1541809422229	1541809422231	OK	 
REQUEST	1269		jquery.scrollTo.js?ver=2.1.2	1541809422230	1541809422231	OK	 
REQUEST	1269		wp-embed.min.js?ver=4.9.8	1541809422230	1541809422231	OK	 
REQUEST	1269		request_1	1541809422231	1541809422232	OK	 
REQUEST	1269		request_2	1541809422231	1541809422232	OK	 
REQUEST	1269		style.css?ver=4.9.8	1541809422228	1541809422232	OK	 
REQUEST	1269		jquery.js?ver=1.12.4	1541809422228	1541809422234	OK	 
REQUEST	1269		header.jpg	1541809422229	1541809422234	OK	 
USER	HighLoadCMS	1430	START	1541809422236	1541809422236
REQUEST	1272		request_0 Redirect 1	1541809420494	1541809422246	OK	 
REQUEST	1271		request_0 Redirect 1	1541809420448	1541809422249	OK	 
REQUEST	1272		jquery-migrate.min.js?ver=1.4.1	1541809422247	1541809422249	OK	 
REQUEST	1272		skip-link-focus-fix.js?ver=1.0	1541809422247	1541809422249	OK	 
REQUEST	1272		global.js?ver=1.0	1541809422247	1541809422249	OK	 
REQUEST	1272		jquery.scrollTo.js?ver=2.1.2	1541809422249	1541809422251	OK	 
REQUEST	1272		wp-embed.min.js?ver=4.9.8	1541809422249	1541809422251	OK	 
REQUEST	1272		request_1	1541809422250	1541809422251	OK	 
REQUEST	1272		request_2	1541809422251	1541809422252	OK	 
REQUEST	1272		style.css?ver=4.9.8	1541809422247	1541809422253	OK	 
